row_id,judul,deskripsi,langkah,kategori,language,sumber,judul_raw,langkah_raw,jumlah_langkah,langkah_pertama,quality_flag,ada_di_file_en,source_group_id,data_source,source_dataset,source_row_id,license,created_at,panjang_langkah_rata,english_source_row_ids,english_source_count,english_mapping_type
dec_id_0043,Siapin workshop,nyiapin materi workshop atau pelatihan,Buka dokumen workshop dan tulis siapa target pesertanya|Bikin outline materi|Siapin slide atau bahan praktik|Siapin contoh atau studi kasus|Cek alat dan ruangannya,Kerja,id,terjemahan,Siapin workshop,Buka dokumen workshop dan tulis siapa target pesertanya|Bikin outline materi|Siapin slide atau bahan praktik|Siapin contoh atau studi kasus|Cek alat dan ruangannya,5,Buka dokumen workshop dan tulis siapa target pesertanya,,0,dgrp_32eacaf7,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,31.8,43,1,existing_indonesian_translation
dec_id_0044,Delegasikan tugas,nyerahin tugas ke orang lain,Buka daftar tugas dan tandai satu tugas yang paling gampang dikerjain orang lain|Tentuin siapa yang paling cocok|Tulis instruksi dan hasil yang diharapkan|Sampaikan langsung atau lewat pesan|Sepakati tenggatnya,Kerja,id,terjemahan,Delegasikan tugas,Buka daftar tugas dan tandai satu tugas yang paling gampang dikerjain orang lain|Tentuin siapa yang paling cocok|Tulis instruksi dan hasil yang diharapkan|Sampaikan langsung atau lewat pesan|Sepakati tenggatnya,5,Buka daftar tugas dan tandai satu tugas yang paling gampang dikerjain orang lain,,0,dgrp_ec21819f,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,41.2,44,1,existing_indonesian_translation
dec_id_0045,Review kerjaan tim,ngecek hasil kerja anggota tim,Buka hasil kerjaan yang mau direview|Baca sekali tanpa ngasih komentar|Tandai yang bagus dan yang perlu diperbaiki|Tulis masukan yang spesifik|Kirim balik,Kerja,id,terjemahan,Review kerjaan tim,Buka hasil kerjaan yang mau direview|Baca sekali tanpa ngasih komentar|Tandai yang bagus dan yang perlu diperbaiki|Tulis masukan yang spesifik|Kirim balik,5,Buka hasil kerjaan yang mau direview,kontaminasi_inggris:review,0,dgrp_c1ec846a,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,30.0,45,1,existing_indonesian_translation
dec_id_0046,Rencanain kerjaan hari ini,nyusun rencana kerja harian,Lihat kalender hari ini|Tulis 3 hal terpenting yang harus kelar|Urutin sesuai jam produktif kamu|Sisipin waktu istirahat|Mulai dari yang pertama,Kerja,id,terjemahan,Rencanain kerjaan hari ini,Lihat kalender hari ini|Tulis 3 hal terpenting yang harus kelar|Urutin sesuai jam produktif kamu|Sisipin waktu istirahat|Mulai dari yang pertama,5,Lihat kalender hari ini,,0,dgrp_e02ac233,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,28.0,46,1,existing_indonesian_translation
dec_id_0047,Siapin telepon klien,nyiapin diri sebelum telepon klien,Baca riwayat komunikasi terakhir|Tulis tujuan teleponnya|Siapin 3 poin yang mau dibahas|Siapin jawaban buat pertanyaan yang mungkin muncul|Cek nomor dan jamnya,Kerja,id,terjemahan,Siapin telepon klien,Baca riwayat komunikasi terakhir|Tulis tujuan teleponnya|Siapin 3 poin yang mau dibahas|Siapin jawaban buat pertanyaan yang mungkin muncul|Cek nomor dan jamnya,5,Baca riwayat komunikasi terakhir,,0,dgrp_19449c16,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,31.0,47,1,existing_indonesian_translation
dec_id_0048,Nulis proposal,nyusun proposal,Buka dokumen proposal dan tulis satu kalimat soal masalah yang melatarbelakangi idemu|Tulis solusi yang ditawarkan|Rincian anggaran atau timeline|Tulis manfaat buat penerima proposal|Rapikan format dan cek ulang,Kerja,id,terjemahan,Nulis proposal,Buka dokumen proposal dan tulis satu kalimat soal masalah yang melatarbelakangi idemu|Tulis solusi yang ditawarkan|Rincian anggaran atau timeline|Tulis manfaat buat penerima proposal|Rapikan format dan cek ulang,5,Buka dokumen proposal dan tulis satu kalimat soal masalah yang melatarbelakangi idemu,,0,dgrp_0f36a3ff,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,41.4,48,1,existing_indonesian_translation
dec_id_0049,Rapikan file kerja,beresin file pekerjaan,Buat folder per proyek|Pindahin file yang jelas kategorinya|Kasih nama file yang konsisten|Hapus draf lama yang nggak kepakai|Backup ke cloud,Kerja,id,terjemahan,Rapikan file kerja,Buat folder per proyek|Pindahin file yang jelas kategorinya|Kasih nama file yang konsisten|Hapus draf lama yang nggak kepakai|Backup ke cloud,5,Buat folder per proyek,,0,dgrp_a07c7fb6,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,27.4,49,1,existing_indonesian_translation
dec_id_0050,Beresin kamar,kamar udah berantakan,Kumpulin baju kotor ke keranjang|Kumpulin sampah yang keliatan|Kembaliin barang ke tempatnya|Rapikan satu permukaan dulu misalnya meja|Sapu atau pel lantainya,Rumah,id,terjemahan,Beresin kamar,Kumpulin baju kotor ke keranjang|Kumpulin sampah yang keliatan|Kembaliin barang ke tempatnya|Rapikan satu permukaan dulu misalnya meja|Sapu atau pel lantainya,5,Kumpulin baju kotor ke keranjang,,1,dgrp_1bad4375,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,30.8,"50,212",2,exact_existing_indonesian_pattern|existing_indonesian_translation
dec_id_0051,Beresin meja,meja kerja atau belajar berantakan,Singkirin barang yang bukan tempatnya|Buang kertas atau sampah|Lap permukaan mejanya|Tata ulang barang yang sering dipakai|Rapikan kabel kalau ada,Rumah,id,terjemahan,Beresin meja,Singkirin barang yang bukan tempatnya|Buang kertas atau sampah|Lap permukaan mejanya|Tata ulang barang yang sering dipakai|Rapikan kabel kalau ada,5,Singkirin barang yang bukan tempatnya,,0,dgrp_5afc13f2,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,28.4,51,1,existing_indonesian_translation
dec_id_0052,Cuci baju,nyuci baju yang numpuk,Pisahin baju putih dan berwarna|Masukin ke mesin cuci sesuai takaran|Jemur setelah selesai|Angkat kalau udah kering|Lipat atau gantung,Rumah,id,terjemahan,Cuci baju,Pisahin baju putih dan berwarna|Masukin ke mesin cuci sesuai takaran|Jemur setelah selesai|Angkat kalau udah kering|Lipat atau gantung,5,Pisahin baju putih dan berwarna,,1,dgrp_ca9b0a20,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,26.0,"52,213",2,exact_existing_indonesian_pattern|existing_indonesian_translation
dec_id_0053,Lipat baju,ngelipetin baju yang udah kering,Ambil baju dari jemuran|Pisahin per jenis atau per orang|Lipat satu tumpukan dulu|Masukin ke lemari|Gantung yang perlu digantung,Rumah,id,terjemahan,Lipat baju,Ambil baju dari jemuran|Pisahin per jenis atau per orang|Lipat satu tumpukan dulu|Masukin ke lemari|Gantung yang perlu digantung,5,Ambil baju dari jemuran,,0,dgrp_3a537c63,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,24.8,53,1,existing_indonesian_translation
dec_id_0054,Cuci piring,nyuci piring kotor,Kumpulin piring kotor ke wastafel|Buang sisa makanan ke tempat sampah|Cuci gelas dan piring dulu|Cuci panci dan wajan terakhir|Lap dan tata di rak,Rumah,id,terjemahan,Cuci piring,Kumpulin piring kotor ke wastafel|Buang sisa makanan ke tempat sampah|Cuci gelas dan piring dulu|Cuci panci dan wajan terakhir|Lap dan tata di rak,5,Kumpulin piring kotor ke wastafel,,0,dgrp_f7fb904b,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,28.4,54,1,existing_indonesian_translation
dec_id_0055,Beresin dapur,bersihin dapur,Cuci piring yang masih numpuk|Lap meja dan kompor|Buang sampah dapur|Rapikan bahan makanan ke tempatnya|Sapu lantainya,Rumah,id,terjemahan,Beresin dapur,Cuci piring yang masih numpuk|Lap meja dan kompor|Buang sampah dapur|Rapikan bahan makanan ke tempatnya|Sapu lantainya,5,Cuci piring yang masih numpuk,,0,dgrp_e21e6f86,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,22.8,55,1,existing_indonesian_translation
dec_id_0056,Bersihin kamar mandi,bersihin kamar mandi,Singkirin barang dari lantai|Siram dan sikat kloset|Sikat lantai dan dinding bawah|Bersihin wastafel dan cermin|Ganti handuk dan isi ulang sabun,Rumah,id,terjemahan,Bersihin kamar mandi,Singkirin barang dari lantai|Siram dan sikat kloset|Sikat lantai dan dinding bawah|Bersihin wastafel dan cermin|Ganti handuk dan isi ulang sabun,5,Singkirin barang dari lantai,,0,dgrp_29fef0ea,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,28.0,56,1,existing_indonesian_translation
dec_id_0057,Buang sampah,buang sampah yang numpuk,Kumpulin sampah dari tiap ruangan|Ikat kantongnya|Bawa ke tempat pembuangan|Pasang kantong baru di tempat sampah|Cuci tangan,Rumah,id,terjemahan,Buang sampah,Kumpulin sampah dari tiap ruangan|Ikat kantongnya|Bawa ke tempat pembuangan|Pasang kantong baru di tempat sampah|Cuci tangan,5,Kumpulin sampah dari tiap ruangan,,0,dgrp_04be4304,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,24.0,57,1,existing_indonesian_translation
dec_id_0058,Belanja bulanan,belanja kebutuhan bulanan,Cek stok yang habis di rumah|Tulis daftar belanja|Cek budget yang tersedia|Belanja sesuai daftar|Rapikan barang setelah sampai rumah,Rumah,id,terjemahan,Belanja bulanan,Cek stok yang habis di rumah|Tulis daftar belanja|Cek budget yang tersedia|Belanja sesuai daftar|Rapikan barang setelah sampai rumah,5,Cek stok yang habis di rumah,,1,dgrp_0da48a1a,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,25.6,"58,215",2,exact_existing_indonesian_pattern|existing_indonesian_translation
dec_id_0059,Siapin bekal seminggu,masak buat stok beberapa hari,Tentuin menu buat beberapa hari|Tulis bahan yang perlu dibeli|Belanja bahannya|Masak dalam jumlah besar sekaligus|Bagi ke wadah dan simpan di kulkas,Rumah,id,terjemahan,Siapin bekal seminggu,Tentuin menu buat beberapa hari|Tulis bahan yang perlu dibeli|Belanja bahannya|Masak dalam jumlah besar sekaligus|Bagi ke wadah dan simpan di kulkas,5,Tentuin menu buat beberapa hari,,0,dgrp_94c2d799,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,28.8,59,1,existing_indonesian_translation
dec_id_0060,Masak makan malam,masak buat makan malam,Cek bahan yang ada di kulkas|Pilih menu yang bahannya lengkap|Siapin bahan dan alatnya|Masak sesuai urutan|Beresin dapur setelah selesai,Rumah,id,terjemahan,Masak makan malam,Cek bahan yang ada di kulkas|Pilih menu yang bahannya lengkap|Siapin bahan dan alatnya|Masak sesuai urutan|Beresin dapur setelah selesai,5,Cek bahan yang ada di kulkas,,0,dgrp_fe78d936,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,26.4,60,1,existing_indonesian_translation
dec_id_0061,Rencanain menu,nyusun menu makan,Cek bahan yang masih ada|Tulis menu buat beberapa hari ke depan|Cek bahan apa yang kurang|Tulis daftar belanjanya|Tempel di kulkas,Rumah,id,terjemahan,Rencanain menu,Cek bahan yang masih ada|Tulis menu buat beberapa hari ke depan|Cek bahan apa yang kurang|Tulis daftar belanjanya|Tempel di kulkas,5,Cek bahan yang masih ada,,0,dgrp_d8cf25c0,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,25.2,61,1,existing_indonesian_translation
dec_id_0062,Rapikan lemari,beresin lemari baju,Keluarin semua baju dari satu rak dulu|Pisahin yang masih dipakai dan yang nggak|Masukin lagi yang dipakai dengan rapi|Sisihin yang mau disumbangkan|Lanjut ke rak berikutnya,Rumah,id,terjemahan,Rapikan lemari,Keluarin semua baju dari satu rak dulu|Pisahin yang masih dipakai dan yang nggak|Masukin lagi yang dipakai dengan rapi|Sisihin yang mau disumbangkan|Lanjut ke rak berikutnya,5,Keluarin semua baju dari satu rak dulu,,0,dgrp_e4840411,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,33.8,62,1,existing_indonesian_translation
dec_id_0063,Ganti sprei,ganti sprei dan sarung bantal,Lepas sprei dan sarung bantal yang lama|Masukin ke keranjang cucian|Pasang sprei yang bersih|Pasang sarung bantal dan guling|Rapikan selimut,Rumah,id,terjemahan,Ganti sprei,Lepas sprei dan sarung bantal yang lama|Masukin ke keranjang cucian|Pasang sprei yang bersih|Pasang sarung bantal dan guling|Rapikan selimut,5,Lepas sprei dan sarung bantal yang lama,,0,dgrp_b4d14552,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,27.2,63,1,existing_indonesian_translation
dec_id_0064,Siram tanaman,nyiram tanaman di rumah,Cek tanaman mana yang kering|Isi air ke penyiram|Siram satu-satu secukupnya|Buang daun yang kering|Geser yang butuh sinar matahari,Rumah,id,terjemahan,Siram tanaman,Cek tanaman mana yang kering|Isi air ke penyiram|Siram satu-satu secukupnya|Buang daun yang kering|Geser yang butuh sinar matahari,5,Cek tanaman mana yang kering,,0,dgrp_833bf355,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,25.2,64,1,existing_indonesian_translation
dec_id_0065,Bersihin kulkas,bersihin isi kulkas,Keluarin makanan yang udah basi|Keluarin isi satu rak dulu|Lap raknya|Masukin lagi dan tata per jenis|Lanjut ke rak berikutnya,Rumah,id,terjemahan,Bersihin kulkas,Keluarin makanan yang udah basi|Keluarin isi satu rak dulu|Lap raknya|Masukin lagi dan tata per jenis|Lanjut ke rak berikutnya,5,Keluarin makanan yang udah basi,,0,dgrp_ca56dfec,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,24.4,65,1,existing_indonesian_translation
dec_id_0066,Kurangi barang di kamar,nyingkirin barang yang nggak kepakai,Pilih satu area kecil dulu|Ambil barang yang jelas nggak kepakai|Pisahin jadi buang sumbang simpan|Bereskan yang mau dibuang|Lanjut ke area berikutnya besok,Rumah,id,terjemahan,Kurangi barang di kamar,Pilih satu area kecil dulu|Ambil barang yang jelas nggak kepakai|Pisahin jadi buang sumbang simpan|Bereskan yang mau dibuang|Lanjut ke area berikutnya besok,5,Pilih satu area kecil dulu,,0,dgrp_d4cbce32,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,30.4,66,1,existing_indonesian_translation
dec_id_0067,Rapikan dokumen,beresin dokumen penting di rumah,Kumpulin semua dokumen yang berserakan|Pisahin per jenis misalnya identitas dan keuangan|Masukin ke map atau folder|Buang yang udah kedaluwarsa|Simpan di tempat yang gampang diinget,Rumah,id,terjemahan,Rapikan dokumen,Kumpulin semua dokumen yang berserakan|Pisahin per jenis misalnya identitas dan keuangan|Masukin ke map atau folder|Buang yang udah kedaluwarsa|Simpan di tempat yang gampang diinget,5,Kumpulin semua dokumen yang berserakan,,0,dgrp_3a349e4e,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,35.4,67,1,existing_indonesian_translation
dec_id_0068,Packing buat pergi,nyiapin barang buat bepergian,Cek berapa hari perginya|Tulis daftar barang yang perlu dibawa|Siapin baju sesuai jumlah hari|Masukin dokumen dan alat mandi|Cek ulang daftarnya sebelum berangkat,Rumah,id,terjemahan,Packing buat pergi,Cek berapa hari perginya|Tulis daftar barang yang perlu dibawa|Siapin baju sesuai jumlah hari|Masukin dokumen dan alat mandi|Cek ulang daftarnya sebelum berangkat,5,Cek berapa hari perginya,,0,dgrp_bc8de866,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,31.6,68,1,existing_indonesian_translation
dec_id_0069,Bongkar tas setelah pergi,beresin barang setelah pulang,Keluarin baju kotor ke keranjang|Kembaliin barang ke tempatnya|Buang sampah dari dalam tas|Simpan dokumen ke tempat semula|Simpan tasnya,Rumah,id,terjemahan,Bongkar tas setelah pergi,Keluarin baju kotor ke keranjang|Kembaliin barang ke tempatnya|Buang sampah dari dalam tas|Simpan dokumen ke tempat semula|Simpan tasnya,5,Keluarin baju kotor ke keranjang,,0,dgrp_d26204d1,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,26.4,69,1,existing_indonesian_translation
dec_id_0070,Bersihin file laptop,laptop penuh file berantakan,Buat folder utama dulu|Pindahin file yang jelas kategorinya|Hapus file duplikat atau nggak kepakai|Kosongin recycle bin|Backup yang penting,Rumah,id,terjemahan,Bersihin file laptop,Buat folder utama dulu|Pindahin file yang jelas kategorinya|Hapus file duplikat atau nggak kepakai|Kosongin recycle bin|Backup yang penting,5,Buat folder utama dulu,,1,dgrp_963739cb,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,27.0,"70,223",2,exact_existing_indonesian_pattern|existing_indonesian_translation
dec_id_0071,Backup file,nyimpen cadangan file penting,Tentuin file mana yang penting|Pilih tempat backup misalnya cloud atau hard disk|Salin file batch pertama|Cek hasil salinannya|Jadwalin backup berikutnya,Rumah,id,terjemahan,Backup file,Tentuin file mana yang penting|Pilih tempat backup misalnya cloud atau hard disk|Salin file batch pertama|Cek hasil salinannya|Jadwalin backup berikutnya,5,Tentuin file mana yang penting,,0,dgrp_7d42bb3d,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,29.8,71,1,existing_indonesian_translation
dec_id_0072,Rapikan foto,beresin foto di HP atau laptop,Buat album per kejadian atau bulan|Pindahin foto yang jelas kategorinya|Hapus foto blur atau dobel|Backup album yang penting|Lanjut sisanya lain waktu,Rumah,id,terjemahan,Rapikan foto,Buat album per kejadian atau bulan|Pindahin foto yang jelas kategorinya|Hapus foto blur atau dobel|Backup album yang penting|Lanjut sisanya lain waktu,5,Buat album per kejadian atau bulan,,0,dgrp_82185d4a,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,29.2,72,1,existing_indonesian_translation
dec_id_0073,Bayar tagihan,bayar tagihan bulanan,Cek tagihan apa aja yang jatuh tempo|Buka aplikasi pembayaran|Bayar yang paling dekat jatuh temponya|Bayar sisanya|Simpan bukti bayarnya,Rumah,id,terjemahan,Bayar tagihan,Cek tagihan apa aja yang jatuh tempo|Buka aplikasi pembayaran|Bayar yang paling dekat jatuh temponya|Bayar sisanya|Simpan bukti bayarnya,5,Cek tagihan apa aja yang jatuh tempo,,1,dgrp_8805f736,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,26.4,"73,217",2,exact_existing_indonesian_pattern|existing_indonesian_translation
dec_id_0074,Bikin anggaran bulanan,nyusun anggaran bulan ini,Cek pemasukan bulan ini|Tulis pengeluaran tetap misalnya kos dan listrik|Tulis perkiraan pengeluaran harian|Sisihkan buat tabungan|Cek sisanya masuk akal apa nggak,Rumah,id,terjemahan,Bikin anggaran bulanan,Cek pemasukan bulan ini|Tulis pengeluaran tetap misalnya kos dan listrik|Tulis perkiraan pengeluaran harian|Sisihkan buat tabungan|Cek sisanya masuk akal apa nggak,5,Cek pemasukan bulan ini,,0,dgrp_0e45797f,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,31.8,74,1,existing_indonesian_translation
dec_id_0075,Perpanjang KTP atau SIM,ngurus perpanjangan dokumen identitas,Cek syarat dan dokumen yang diminta|Siapin berkas yang udah ada|Lengkapi yang masih kurang|Cek lokasi dan jam layanannya|Datang dan ambil nomor antrean,Administrasi,id,terjemahan,Perpanjang KTP atau SIM,Cek syarat dan dokumen yang diminta|Siapin berkas yang udah ada|Lengkapi yang masih kurang|Cek lokasi dan jam layanannya|Datang dan ambil nomor antrean,5,Cek syarat dan dokumen yang diminta,,0,dgrp_31b0b886,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,29.4,75,1,existing_indonesian_translation
dec_id_0076,Urus berkas administrasi,ngurus dokumen administrasi,Cek syarat dan dokumen yang diminta|Siapin berkas yang udah ada|Fotokopi atau scan yang perlu|Datang atau upload ke tempat pengurusan|Simpan bukti pengurusannya,Administrasi,id,terjemahan,Urus berkas administrasi,Cek syarat dan dokumen yang diminta|Siapin berkas yang udah ada|Fotokopi atau scan yang perlu|Datang atau upload ke tempat pengurusan|Simpan bukti pengurusannya,5,Cek syarat dan dokumen yang diminta,,0,dgrp_f63e50c5,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,31.2,76,1,existing_indonesian_translation
dec_id_0077,Bikin janji temu,bikin janji dengan dokter atau layanan,Tentuin tanggal dan jam yang kosong|Hubungi lewat telepon atau aplikasi|Konfirmasi jadwalnya|Catat di kalender|Pasang pengingat sehari sebelumnya,Administrasi,id,terjemahan,Bikin janji temu,Tentuin tanggal dan jam yang kosong|Hubungi lewat telepon atau aplikasi|Konfirmasi jadwalnya|Catat di kalender|Pasang pengingat sehari sebelumnya,5,Tentuin tanggal dan jam yang kosong,,0,dgrp_1d1dfa9a,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,28.2,77,1,existing_indonesian_translation
dec_id_0078,Pesan tiket perjalanan,pesan tiket kereta pesawat atau bus,Tentuin tanggal dan jam keberangkatan|Bandingin harga di 2 aplikasi|Pesan yang paling cocok|Bayar sebelum batas waktunya|Simpan bukti pemesanan,Administrasi,id,terjemahan,Pesan tiket perjalanan,Tentuin tanggal dan jam keberangkatan|Bandingin harga di 2 aplikasi|Pesan yang paling cocok|Bayar sebelum batas waktunya|Simpan bukti pemesanan,5,Tentuin tanggal dan jam keberangkatan,,0,dgrp_1f0dc1fa,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,27.8,78,1,existing_indonesian_translation
dec_id_0079,Siapin dokumen perjalanan,nyiapin dokumen sebelum bepergian,Cek dokumen apa yang diminta|Cek masa berlaku KTP atau paspor|Fotokopi atau scan sebagai cadangan|Masukin ke satu map|Simpan salinannya di HP,Administrasi,id,terjemahan,Siapin dokumen perjalanan,Cek dokumen apa yang diminta|Cek masa berlaku KTP atau paspor|Fotokopi atau scan sebagai cadangan|Masukin ke satu map|Simpan salinannya di HP,5,Cek dokumen apa yang diminta,,0,dgrp_e751e8a1,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,27.4,79,1,existing_indonesian_translation
dec_id_0080,Retur belanja online,balikin barang yang dibeli online,Buka aplikasi dan cari pesanannya|Ajukan pengembalian dan pilih alasannya|Kemas barangnya seperti semula|Kirim lewat jasa yang ditentukan|Simpan resi dan pantau statusnya,Administrasi,id,terjemahan,Retur belanja online,Buka aplikasi dan cari pesanannya|Ajukan pengembalian dan pilih alasannya|Kemas barangnya seperti semula|Kirim lewat jasa yang ditentukan|Simpan resi dan pantau statusnya,5,Buka aplikasi dan cari pesanannya,,0,dgrp_a603c4b5,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,33.2,80,1,existing_indonesian_translation
dec_id_0081,Ambil paket,ngambil paket yang udah sampai,Cek lokasi dan jam pengambilan|Siapin identitas atau kode pengambilan|Datang ke lokasinya|Cek isi paketnya|Simpan bukti pengambilan,Administrasi,id,terjemahan,Ambil paket,Cek lokasi dan jam pengambilan|Siapin identitas atau kode pengambilan|Datang ke lokasinya|Cek isi paketnya|Simpan bukti pengambilan,5,Cek lokasi dan jam pengambilan,,0,dgrp_d4f11fde,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,25.4,81,1,existing_indonesian_translation
dec_id_0082,Kirim paket,ngirim barang lewat ekspedisi,Kemas barangnya dengan aman|Tulis alamat tujuan yang lengkap|Pilih jasa pengiriman|Bayar dan simpan resinya|Kabarin penerima nomor resinya,Administrasi,id,terjemahan,Kirim paket,Kemas barangnya dengan aman|Tulis alamat tujuan yang lengkap|Pilih jasa pengiriman|Bayar dan simpan resinya|Kabarin penerima nomor resinya,5,Kemas barangnya dengan aman,,0,dgrp_7dcc1efc,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,26.8,82,1,existing_indonesian_translation
dec_id_0083,Ke bank,ngurus keperluan di bank,Tentuin keperluannya apa|Siapin dokumen yang dibutuhin|Cek jam operasional dan lokasinya|Datang dan ambil nomor antrean|Simpan bukti transaksinya,Administrasi,id,terjemahan,Ke bank,Tentuin keperluannya apa|Siapin dokumen yang dibutuhin|Cek jam operasional dan lokasinya|Datang dan ambil nomor antrean|Simpan bukti transaksinya,5,Tentuin keperluannya apa,,0,dgrp_21514952,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,28.2,83,1,existing_indonesian_translation
dec_id_0084,Ke kantor pemerintahan,ngurus keperluan di kantor pemerintah,Cek syarat dan dokumen yang diminta|Siapin semua berkasnya|Cek jam layanan dan lokasinya|Datang lebih awal buat antre|Simpan bukti pengurusan,Administrasi,id,terjemahan,Ke kantor pemerintahan,Cek syarat dan dokumen yang diminta|Siapin semua berkasnya|Cek jam layanan dan lokasinya|Datang lebih awal buat antre|Simpan bukti pengurusan,5,Cek syarat dan dokumen yang diminta,,0,dgrp_47888e19,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,27.4,84,1,existing_indonesian_translation
dec_id_0085,Servis kendaraan,bawa kendaraan buat diservis,Cek kapan terakhir diservis|Cari bengkel dan cek jam bukanya|Bikin janji kalau perlu|Bawa kendaraannya|Simpan nota dan catat tanggalnya,Administrasi,id,terjemahan,Servis kendaraan,Cek kapan terakhir diservis|Cari bengkel dan cek jam bukanya|Bikin janji kalau perlu|Bawa kendaraannya|Simpan nota dan catat tanggalnya,5,Cek kapan terakhir diservis,,0,dgrp_1b775e38,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,26.2,85,1,existing_indonesian_translation
dec_id_0086,Balikin buku perpustakaan,ngembaliin buku pinjaman,Kumpulin buku yang mau dikembaliin|Cek tanggal jatuh temponya|Cek jam buka perpustakaannya|Bawa dan kembaliin|Cek nggak ada denda yang tertinggal,Administrasi,id,terjemahan,Balikin buku perpustakaan,Kumpulin buku yang mau dikembaliin|Cek tanggal jatuh temponya|Cek jam buka perpustakaannya|Bawa dan kembaliin|Cek nggak ada denda yang tertinggal,5,Kumpulin buku yang mau dikembaliin,,0,dgrp_a9d9e749,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,28.2,86,1,existing_indonesian_translation
dec_id_0087,Beli kebutuhan rumah,belanja perlengkapan rumah,Cek apa yang habis atau rusak|Tulis daftar yang perlu dibeli|Cek budgetnya|Beli sesuai daftar|Simpan struk kalau perlu garansi,Administrasi,id,terjemahan,Beli kebutuhan rumah,Cek apa yang habis atau rusak|Tulis daftar yang perlu dibeli|Cek budgetnya|Beli sesuai daftar|Simpan struk kalau perlu garansi,5,Cek apa yang habis atau rusak,,0,dgrp_27e8d212,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,24.4,87,1,existing_indonesian_translation
dec_id_0088,Perpanjang langganan,perpanjang layanan berlangganan,Cek layanan apa yang mau habis|Cek harga dan paketnya|Bandingin sama alternatif lain|Bayar perpanjangannya|Catat tanggal jatuh tempo berikutnya,Administrasi,id,terjemahan,Perpanjang langganan,Cek layanan apa yang mau habis|Cek harga dan paketnya|Bandingin sama alternatif lain|Bayar perpanjangannya|Catat tanggal jatuh tempo berikutnya,5,Cek layanan apa yang mau habis,,0,dgrp_9d3f6b39,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,27.8,88,1,existing_indonesian_translation
