row_id,task_en,tugas,tugas_raw,task_en_raw,jatuh_tempo_hari,ada_tenggat,tenggat_hari,durasi_jam,durasi_menit,tingkat_kepentingan_1_10,notes_en,catatan,quality_flag,label_review_needed,source_group_id,data_source,source_dataset,source_row_id,upstream_match,label_provenance,license,created_at
dur_0104,sign offer letter before acceptance deadline today,tanda tangan surat penawaran kerja sebelum deadline hari ini,tanda tangan surat penawaran kerja sebelum deadline hari ini,sign offer letter before acceptance deadline today,0.0,1,0.0,0.25,15.0,10,,,,0,grp_9e6d281756,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0105,upload grant application before portal closes at 5pm,unggah aplikasi grant sebelum portal tutup jam 5 sore,unggah aplikasi grant sebelum portal tutup jam 5 sore,upload grant application before portal closes at 5pm,0.0,1,0.0,3.0,180.0,10,,,,0,grp_8cf7d79a8b,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0106,freeze credit after suspected fraud,bekukan kredit setelah dugaan penipuan,bekukan kredit setelah dugaan penipuan,freeze credit after suspected fraud,0.0,1,0.0,0.5,30.0,10,,,,0,grp_7ba3078207,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0107,dispute unauthorized charge within 24 hours,ajukan sanggahan transaksi tidak sah dalam 24 jam,ajukan sanggahan transaksi tidak sah dalam 24 jam,dispute unauthorized charge within 24 hours,0.0,1,0.0,0.5,30.0,10,,,,0,grp_9ae5eea98d,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0108,meet delivery driver at lobby now,temui kurir di lobi sekarang,temui kurir di lobi sekarang,meet delivery driver at lobby now,2.0,1,2.0,0.05,3.0,8,,,,0,grp_54a0215d3e,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0109,bring id to dmv appointment this morning,bawa KTP untuk janji temu DMV pagi ini,bawa KTP untuk janji temu DMV pagi ini,bring id to dmv appointment this morning,0.0,1,0.0,2.0,120.0,9,,,,0,grp_2a43bc6c70,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0110,practice coding interview arrays for 30 minutes,latihan soal array untuk interview coding selama 30 menit,latihan soal array untuk interview coding selama 30 menit,practice coding interview arrays for 30 minutes,1.0,1,1.0,0.75,45.0,8,,,,0,grp_9a70eabec2,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0111,confirm study group time for next week,konfirmasi jadwal kelompok belajar minggu depan,konfirmasi jadwal kelompok belajar minggu depan,confirm study group time for next week,3.0,1,3.0,2.0,120.0,6,,,,0,grp_af87287f5b,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0112,update project readme with setup steps,update readme project dengan langkah instalasi,update readme project dengan langkah instalasi,update project readme with setup steps,2.0,1,2.0,1.0,60.0,7,,,,0,grp_ceafd6a82b,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0113,outline history essay (intro + 3 points),buat kerangka esai sejarah (pendahuluan + 3 poin),buat kerangka esai sejarah (pendahuluan + 3 poin),outline history essay (intro + 3 points),5.0,1,5.0,2.0,120.0,8,,,,0,grp_50e476648f,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0114,browse three job postings and save favorites,cari tiga lowongan kerja dan simpan favorit,cari tiga lowongan kerja dan simpan favorit,browse three job postings and save favorites,3.0,1,3.0,1.0,60.0,6,,,,0,grp_c50c58075e,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0115,export citation list to bibtex,ekspor daftar sitasi ke bibtex,ekspor daftar sitasi ke bibtex,export citation list to bibtex,4.0,1,4.0,0.5,30.0,7,,,,0,grp_65b7f71415,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0116,wipe baseboards in living room,lap bagian bawah dinding (baseboard) ruang tamu,lap bagian bawah dinding (baseboard) ruang tamu,wipe baseboards in living room,6.0,1,6.0,1.0,60.0,2,,,,0,grp_98cda71c96,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0117,draft a polite email to advisor with a question,tulis draf email sopan ke dosen pembimbing berisi pertanyaan,tulis draf email sopan ke dosen pembimbing berisi pertanyaan,draft a polite email to advisor with a question,1.0,1,1.0,0.25,15.0,7,,,,0,grp_c531e06995,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0118,rename files with date prefixes,ganti nama file dengan awalan tanggal,ganti nama file dengan awalan tanggal,rename files with date prefixes,-1.0,0,,0.5,30.0,3,,,,0,grp_c52bded076,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0119,check tire pressure and add air if needed,cek tekanan ban dan isi angin jika perlu,cek tekanan ban dan isi angin jika perlu,check tire pressure and add air if needed,7.0,1,7.0,0.5,30.0,6,,,,0,grp_beadfb2699,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0120,batch cook two dinners for busy nights,masak dua porsi makan malam sekaligus untuk hari sibuk,masak dua porsi makan malam sekaligus untuk hari sibuk,batch cook two dinners for busy nights,3.0,1,3.0,2.0,120.0,3,,,,0,grp_f3051a8e18,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0121,define research question and hypotheses,tentukan pertanyaan riset dan hipotesis,tentukan pertanyaan riset dan hipotesis,define research question and hypotheses,2.0,1,2.0,2.0,120.0,8,,,,0,grp_04aee793b9,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0122,skim abstracts to filter relevance,baca sekilas abstrak untuk saring relevansi,baca sekilas abstrak untuk saring relevansi,skim abstracts to filter relevance,4.0,1,4.0,2.0,120.0,7,,,,0,grp_a45da1b020,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0123,identify gaps/opportunities from literature,identifikasi celah/peluang dari studi literatur,identifikasi celah/peluang dari studi literatur,identify gaps/opportunities from literature,3.0,1,3.0,2.0,120.0,6,,,,0,grp_9ed3b713fc,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0124,create conda/poetry environment file,buat file environment conda/poetry,buat file environment conda/poetry,create conda/poetry environment file,1.0,1,1.0,1.0,60.0,7,,,,0,grp_b67d4d02c2,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0125,implement data validation checks,implementasi pengecekan validasi data,implementasi pengecekan validasi data,implement data validation checks,5.0,1,5.0,2.0,120.0,8,,,,0,grp_39ac011cdb,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0126,rehearse talk and time it to slot length,latihan presentasi dan sesuaikan waktunya dengan slot,latihan presentasi dan sesuaikan waktunya dengan slot,rehearse talk and time it to slot length,6.0,1,6.0,2.0,120.0,5,,,,0,grp_61a8bc940b,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0127,treat colony with formic acid as needed,obati koloni lebah dengan asam format bila perlu,obati koloni lebah dengan asam format bila perlu,treat colony with formic acid as needed,3.0,1,3.0,1.0,60.0,7,,,,0,grp_7c42330aa8,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0128,harvest capped frames and extract honey,panen bingkai madu yang tertutup dan ekstrak madu,panen bingkai madu yang tertutup dan ekstrak madu,harvest capped frames and extract honey,4.0,1,4.0,3.0,180.0,4,beekeeping,budidaya lebah,,0,grp_dd9d09727f,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0129,insulate hive for winter and reduce entrance,isolasi sarang lebah untuk musim dingin dan perkecil pintu masuk,isolasi sarang lebah untuk musim dingin dan perkecil pintu masuk,insulate hive for winter and reduce entrance,5.0,1,5.0,2.0,120.0,5,,,,0,grp_e855815d14,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0130,fire glaze load to cone 6 with hold,bakar glasir keramik hingga cone 6 dengan waktu tahan,bakar glasir keramik hingga cone 6 dengan waktu tahan,fire glaze load to cone 6 with hold,7.0,1,7.0,1.0,60.0,6,ceramics,keramik,,0,grp_de31407243,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0131,refresh sourdough starter and schedule feedings,perbarui starter sourdough dan jadwalkan pemberian makan,perbarui starter sourdough dan jadwalkan pemberian makan,refresh sourdough starter and schedule feedings,1.0,1,1.0,0.25,15.0,5,fermentation/food science,fermentasi/ilmu pangan,,0,grp_02a2d976cf,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0132,log ros bag for 10 minutes of operation,rekam ros bag selama 10 menit operasi,rekam ros bag selama 10 menit operasi,log ros bag for 10 minutes of operation,9.0,1,9.0,0.2,12.0,7,,,,0,grp_944b8b4a2b,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0133,tune pid gains for wheel encoder feedback,atur parameter pid untuk feedback wheel encoder,atur parameter pid untuk feedback wheel encoder,tune pid gains for wheel encoder feedback,3.0,1,3.0,2.0,120.0,8,,,,0,grp_48616f2698,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0134,tune guitar,stem gitar,stem gitar,tune guitar,5.0,1,5.0,0.5,30.0,2,,,,0,grp_8c1b736d9a,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0135,calibrate imu bias and update sensor fusion,kalibrasi bias imu dan update sensor fusion,kalibrasi bias imu dan update sensor fusion,calibrate imu bias and update sensor fusion,2.0,1,2.0,2.0,120.0,7,,,,0,grp_827a3043b2,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0136,set custom white balance for studio lights,atur white balance khusus untuk lampu studio,atur white balance khusus untuk lampu studio,set custom white balance for studio lights,6.0,1,6.0,0.5,30.0,5,,,,0,grp_4771972062,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0137,shoot photos for fashion show,foto acara fashion show,foto acara fashion show,shoot photos for fashion show,9.0,1,9.0,3.0,180.0,6,,,,0,grp_c6e306fe5e,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0138,photograph artwork in natural light,foto karya seni dengan cahaya alami,foto karya seni dengan cahaya alami,photograph artwork in natural light,3.0,1,3.0,2.0,120.0,4,,,,0,grp_7ac0c41cfa,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0139,learn magic ring for crochet,belajar teknik magic ring untuk merajut (crochet),belajar teknik magic ring untuk merajut (crochet),learn magic ring for crochet,5.0,1,5.0,1.0,60.0,2,,,,0,grp_6868a35b82,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0140,back up drafts to cloud,backup draft ke cloud,backup draft ke cloud,back up drafts to cloud,6.0,1,6.0,1.0,60.0,6,,,,0,grp_c680ccb3e1,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0141,review grammar for past tense in spanish,review grammar bentuk lampau bahasa spanyol,review grammar bentuk lampau bahasa spanyol,review grammar for past tense in spanish,8.0,1,8.0,2.0,120.0,6,,,,0,grp_6ceb48891e,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0142,do a 10-minute listening dictation,lakukan dikte listening 10 menit,lakukan dikte listening 10 menit,do a 10-minute listening dictation,3.0,1,3.0,0.25,15.0,7,,,,0,grp_9db5f8c3d7,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0143,write a 120-word diary entry,tulis catatan harian sebanyak 120 kata,tulis catatan harian sebanyak 120 kata,write a 120-word diary entry,0.0,1,0.0,0.5,30.0,5,,,,0,grp_336d50f7d5,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0144,inventory missing parts,inventarisasi komponen yang hilang,inventarisasi komponen yang hilang,inventory missing parts,3.0,1,3.0,1.0,60.0,7,,,,0,grp_26911d5ae4,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0145,rate resturaunt on beli (food rating app),kasih rating restoran di aplikasi beli,kasih rating restoran di aplikasi beli,rate resturaunt on beli (food rating app),-1.0,0,,3.0,180.0,3,,,,0,grp_029950aaad,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0146,export calendar into notion,ekspor kalender ke notion,ekspor kalender ke notion,export calendar into notion,2.0,1,2.0,0.5,30.0,5,,,,0,grp_4f1ef7032c,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0147,upload tasks in scheduling site,unggah tugas di situs penjadwalan,unggah tugas di situs penjadwalan,upload tasks in scheduling site,8.0,1,8.0,0.5,30.0,6,,,,0,grp_41e20d7bb9,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0148,register for classes for spring,daftar mata kuliah untuk semester genap,daftar mata kuliah untuk semester genap,register for classes for spring,30.0,1,30.0,2.0,120.0,8,,,,0,grp_01ae65bc24,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0149,check degree audit requirements,cek persyaratan audit gelar,cek persyaratan audit gelar,check degree audit requirements,12.0,1,12.0,1.0,60.0,9,,,,0,grp_a1043b8305,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0150,meet academic advisor to plan schedule,temui dosen pembimbing akademik untuk rencanakan jadwal,temui dosen pembimbing akademik untuk rencanakan jadwal,meet academic advisor to plan schedule,7.0,1,7.0,1.0,60.0,8,,,,0,grp_9ab1dd482a,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0151,add/drop a course before the deadline,tambah/hapus mata kuliah sebelum deadline,tambah/hapus mata kuliah sebelum deadline,add/drop a course before the deadline,5.0,1,5.0,0.5,30.0,8,,,,0,grp_98a7b0acf5,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0152,request a prerequisite override,ajukan pembebasan prasyarat mata kuliah,ajukan pembebasan prasyarat mata kuliah,request a prerequisite override,3.0,1,3.0,0.5,30.0,9,,,,0,grp_cc9d32833e,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0153,buy required textbooks used,beli buku kuliah wajib bekas,beli buku kuliah wajib bekas,buy required textbooks used,8.0,1,8.0,1.0,60.0,6,,,,0,grp_6551a20308,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0154,borrow a course reserve from the library,pinjam buku referensi mata kuliah dari perpustakaan,pinjam buku referensi mata kuliah dari perpustakaan,borrow a course reserve from the library,5.0,1,5.0,0.5,30.0,7,,,,0,grp_b682b0e47b,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0155,print syllabi for each class,cetak silabus tiap mata kuliah,cetak silabus tiap mata kuliah,print syllabi for each class,9.0,1,9.0,0.5,30.0,3,,,,0,grp_2c29554a94,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0156,set up course folders in google drive,buat folder mata kuliah di google drive,buat folder mata kuliah di google drive,set up course folders in google drive,2.0,1,2.0,0.5,30.0,5,,,,0,grp_14b92c23ed,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0157,join the class discord/slack,gabung discord/slack kelas,gabung discord/slack kelas,join the class discord/slack,0.0,1,0.0,0.25,15.0,6,,,,0,grp_464eed7dd4,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0158,post an introduction on the course forum,posting perkenalan diri di forum mata kuliah,posting perkenalan diri di forum mata kuliah,post an introduction on the course forum,3.0,1,3.0,0.5,30.0,7,,,,0,grp_726bf4bdf3,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0159,form a study group for calculus,bentuk kelompok belajar kalkulus,bentuk kelompok belajar kalkulus,form a study group for calculus,-1.0,0,,1.0,60.0,7,,,,0,grp_6b18db0d0f,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0160,reserve a study room for midterm review,pesan ruang belajar untuk review UTS,pesan ruang belajar untuk review UTS,reserve a study room for midterm review,3.0,1,3.0,0.5,30.0,8,,,,0,grp_7a1edd475d,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0161,attend office hours with prepared questions,menghadiri jam konsultasi dosen dengan pertanyaan yang sudah disiapkan,menghadiri jam konsultasi dosen dengan pertanyaan yang sudah disiapkan,attend office hours with prepared questions,1.0,1,1.0,1.0,60.0,6,,,,0,grp_4bf686ae8d,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0162,email professor about a missed lecture,kirim email ke dosen soal kuliah yang terlewat,kirim email ke dosen soal kuliah yang terlewat,email professor about a missed lecture,0.0,1,0.0,0.25,15.0,8,,,,0,grp_697afce530,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0163,takes notes for chapter 2,buat catatan untuk bab 2,buat catatan untuk bab 2,takes notes for chapter 2,5.0,1,5.0,2.0,120.0,7,,,,0,grp_021cb74b08,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0164,watch the recorded lecture to catch up,tonton rekaman kuliah untuk mengejar ketertinggalan,tonton rekaman kuliah untuk mengejar ketertinggalan,watch the recorded lecture to catch up,-1.0,0,,1.0,60.0,6,,,,0,grp_bd7fd69e23,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0165,create formula cheat sheet,buat contekan rumus,buat contekan rumus,create formula cheat sheet,6.0,1,6.0,2.0,120.0,9,,,,0,grp_6ff469d108,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0166,download lecture slides and annotate,unduh slide kuliah dan beri catatan,unduh slide kuliah dan beri catatan,download lecture slides and annotate,3.0,1,3.0,1.0,60.0,8,,,,0,grp_0750c3ec44,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0167,collect lab data and upload the csv,kumpulkan data lab dan upload csv,kumpulkan data lab dan upload csv,collect lab data and upload the csv,4.0,1,4.0,1.0,60.0,7,,,,0,grp_9a8e47e7c9,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0168,record a practice presentation video,rekam video latihan presentasi,rekam video latihan presentasi,record a practice presentation video,2.0,1,2.0,1.0,60.0,5,,,,0,grp_a744cfe6d0,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0169,write the methods section of the lab report,tulis bagian metode di laporan praktikum,tulis bagian metode di laporan praktikum,write the methods section of the lab report,6.0,1,6.0,3.0,180.0,6,,,,0,grp_c3cd8094a0,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0170,submit a draft to the writing center,kirim draf ke writing center,kirim draf ke writing center,submit a draft to the writing center,4.0,1,4.0,1.0,60.0,8,,,,0,grp_22513d2b60,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0171,make plots for the lab report in python,buat grafik untuk laporan praktikum di python,buat grafik untuk laporan praktikum di python,make plots for the lab report in python,6.0,1,6.0,3.0,180.0,6,,,,0,grp_e1662991c6,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0172,request a recommendation letter from a professor,minta surat rekomendasi dari dosen,minta surat rekomendasi dari dosen,request a recommendation letter from a professor,7.0,1,7.0,0.5,30.0,9,,,,0,grp_fb57baea38,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0173,order a replacement student id,pesan kartu mahasiswa pengganti,pesan kartu mahasiswa pengganti,order a replacement student id,3.0,1,3.0,0.25,15.0,8,,,,0,grp_2346360543,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0174,upload an unofficial transcript to the portal,unggah transkrip tidak resmi ke portal,unggah transkrip tidak resmi ke portal,upload an unofficial transcript to the portal,2.0,1,2.0,0.25,15.0,7,,,,0,grp_0818af59f0,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0175,"complete mandatory training modules (ferpa, sexual misconduct)","selesaikan modul pelatihan wajib (ferpa, pelecehan seksual)","selesaikan modul pelatihan wajib (ferpa, pelecehan seksual)","complete mandatory training modules (ferpa, sexual misconduct)",7.0,1,7.0,2.0,120.0,10,,,,0,grp_654645546e,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0176,pay tuition balance or set a payment plan,bayar sisa uang kuliah atau atur cicilan,bayar sisa uang kuliah atau atur cicilan,pay tuition balance or set a payment plan,5.0,1,5.0,0.5,30.0,10,,,,0,grp_9fb3620a1b,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0177,pick up mentee for mentorship program,jemput mentee untuk program mentoring,jemput mentee untuk program mentoring,pick up mentee for mentorship program,3.0,1,3.0,1.0,60.0,5,,,,0,grp_f1e4268f41,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0178,meet teammates to divide project tasks,temui rekan tim untuk bagi tugas project,temui rekan tim untuk bagi tugas project,meet teammates to divide project tasks,4.0,1,4.0,1.0,60.0,6,,,,0,grp_da307fb4ab,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0179,change light bulb,ganti bohlam lampu,ganti bohlam lampu,change light bulb,1.0,1,1.0,0.25,15.0,3,,,,0,grp_ab0a735240,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0180,set calendar reminders for upcoming bills,atur pengingat kalender untuk tagihan mendatang,atur pengingat kalender untuk tagihan mendatang,set calendar reminders for upcoming bills,5.0,1,5.0,0.25,15.0,7,,,,0,grp_b6e02b148e,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0181,sweep the kitchen floor,sapu lantai dapur,sapu lantai dapur,sweep the kitchen floor,-1.0,0,,0.25,15.0,3,,,,0,grp_13374dd808,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0182,warm up for 10 minutes,pemanasan selama 10 menit,pemanasan selama 10 menit,warm up for 10 minutes,0.0,1,0.0,0.2,12.0,4,,,,0,grp_22b690c09b,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0183,take a dance class,ikut kelas dansa,ikut kelas dansa,take a dance class,-1.0,0,,1.5,90.0,5,,,,0,grp_645986f07c,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0184,go to pilates,ikut kelas pilates,ikut kelas pilates,go to pilates,-1.0,0,,1.5,90.0,2,,,,0,grp_bf9399415c,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0185,book studio space for rehearsal,booking studio untuk latihan,booking studio untuk latihan,book studio space for rehearsal,7.0,1,7.0,0.5,30.0,7,,,,0,grp_2a73ff6c5b,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0186,sign up for coffee chats,daftar sesi ngobrol santai (coffee chat),daftar sesi ngobrol santai (coffee chat),sign up for coffee chats,2.0,1,2.0,0.25,15.0,5,,,,0,grp_758b5e41eb,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0187,ask for referral from relative at tech company,minta referral dari saudara di perusahaan teknologi,minta referral dari saudara di perusahaan teknologi,ask for referral from relative at tech company,4.0,1,4.0,0.25,15.0,9,,,,0,grp_ed322317cf,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0188,follow up on last week's applications,follow up lamaran kerja minggu lalu,follow up lamaran kerja minggu lalu,follow up on last week's applications,3.0,1,3.0,0.5,30.0,8,,,,0,grp_b355d309c0,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0189,prepare for technical interview and make cheat sheet,persiapan wawancara teknis dan buat contekan,persiapan wawancara teknis dan buat contekan,prepare for technical interview and make cheat sheet,2.0,1,2.0,4.0,240.0,8,,,,0,grp_f44ff27c10,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0190,tailor resume to job posting,sesuaikan CV dengan lowongan kerja,sesuaikan CV dengan lowongan kerja,tailor resume to job posting,6.0,1,6.0,2.0,120.0,7,,,,0,grp_7ebe5b7375,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0191,set job alerts for preferred titles and cities,atur notifikasi lowongan untuk posisi dan kota pilihan,atur notifikasi lowongan untuk posisi dan kota pilihan,set job alerts for preferred titles and cities,7.0,1,7.0,0.25,15.0,9,,,,0,grp_16e606bc12,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0192,block 2 hours for focused job search,sisihkan 2 jam khusus untuk cari kerja fokus,sisihkan 2 jam khusus untuk cari kerja fokus,block 2 hours for focused job search,4.0,1,4.0,2.0,120.0,6,,,,0,grp_069af5f7d6,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0193,organize a portfolio/case study outline,susun kerangka portofolio/studi kasus,susun kerangka portofolio/studi kasus,organize a portfolio/case study outline,3.0,1,3.0,2.0,120.0,7,,,,0,grp_239cf0b254,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0194,list 3 target roles and required skills,buat daftar 3 posisi kerja target dan skill yang dibutuhkan,buat daftar 3 posisi kerja target dan skill yang dibutuhkan,list 3 target roles and required skills,7.0,1,7.0,1.0,60.0,5,,,,0,grp_38d6160df7,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0195,track applications in a simple spreadsheet,catat lamaran kerja di spreadsheet sederhana,catat lamaran kerja di spreadsheet sederhana,track applications in a simple spreadsheet,4.0,1,4.0,0.5,30.0,6,,,,0,grp_ef3914f421,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0196,buy shoe racks for apartment,beli rak sepatu untuk apartemen,beli rak sepatu untuk apartemen,buy shoe racks for apartment,2.0,1,2.0,0.5,30.0,3,,,,0,grp_03df5f3ffa,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0197,find a new set of spare keys,cari set kunci cadangan baru,cari set kunci cadangan baru,find a new set of spare keys,8.0,1,8.0,0.25,15.0,5,,,,0,grp_1a8f912b0f,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0198,create to do list,buat daftar tugas,buat daftar tugas,create to do list,6.0,1,6.0,0.5,30.0,7,,,,0,grp_1370187210,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0199,finish modern control theory homework,selesaikan PR modern control theory,selesaikan PR modern control theory,finish modern control theory homework,3.0,1,3.0,8.0,480.0,10,"may need to ask some help, can't wait too long","mungkin perlu bantuan, tidak bisa menunggu terlalu lama",durasi>300menit,0,grp_7a8f829f56,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0200,take a shower + skincare,mandi + skincare,mandi + skincare,take a shower + skincare,0.0,1,0.0,0.6,36.0,6,,,,0,grp_80fa4de4f5,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0201,watch an episode of better call saul,nonton satu episode better call saul,nonton satu episode better call saul,watch an episode of better call saul,-1.0,0,,1.0,60.0,2,,,,0,grp_82d5e1e404,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0202,put clothes away,simpan baju ke lemari,simpan baju ke lemari,put clothes away,-1.0,0,,0.25,15.0,5,,,,0,grp_692e1223ec,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
