row_id,tugas,source_group_id,has_deadline,deadline_days_or_zero,importance,estimated_duration_minutes,quantity_available,quantity_value,unit_type,action_type,task_category,complexity_indicator,complexity_analysis,complexity_research,complexity_revision,complexity_long_form,complexity_completion,complexity_learning,scope_all,scope_multiple,scope_each,scope_complete,n_token,extractor_version
dur_0130,bakar glasir keramik hingga cone 6 dengan waktu tahan,grp_de31407243,1,7.0,6.0,60.0,0,0.0,<missing>,<missing>,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,9,duration-text-rules-v3
dur_0131,perbarui starter sourdough dan jadwalkan pemberian makan,grp_02a2d976cf,1,1.0,5.0,15.0,0,0.0,<missing>,mengedit,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0132,rekam ros bag selama 10 menit operasi,grp_944b8b4a2b,1,9.0,7.0,12.0,1,10.0,menit,membuat,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0133,atur parameter pid untuk feedback wheel encoder,grp_48616f2698,1,3.0,8.0,120.0,0,0.0,<missing>,mengorganisir,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0134,stem gitar,grp_8c1b736d9a,1,5.0,2.0,30.0,0,0.0,<missing>,<missing>,pribadi,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0135,kalibrasi bias imu dan update sensor fusion,grp_827a3043b2,1,2.0,7.0,120.0,0,0.0,<missing>,mengedit,lainnya,analysis,1,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0136,atur white balance khusus untuk lampu studio,grp_4771972062,1,6.0,5.0,30.0,0,0.0,<missing>,mengorganisir,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0137,foto acara fashion show,grp_c6e306fe5e,1,9.0,6.0,180.0,0,0.0,<missing>,membuat,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0138,foto karya seni dengan cahaya alami,grp_7ac0c41cfa,1,3.0,4.0,120.0,0,0.0,<missing>,membuat,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0139,belajar teknik magic ring untuk merajut (crochet),grp_6868a35b82,1,5.0,2.0,60.0,0,0.0,<missing>,belajar,pribadi,learning,0,0,0,0,0,1,0,0,0,0,7,duration-text-rules-v3
dur_0140,backup draft ke cloud,grp_c680ccb3e1,1,6.0,6.0,60.0,0,0.0,dokumen,mengorganisir,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0141,review grammar bentuk lampau bahasa spanyol,grp_6ceb48891e,1,8.0,6.0,120.0,0,0.0,<missing>,membaca,lainnya,revision,0,0,1,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0142,lakukan dikte listening 10 menit,grp_9db5f8c3d7,1,3.0,7.0,15.0,1,10.0,menit,mengerjakan,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0143,tulis catatan harian sebanyak 120 kata,grp_336d50f7d5,1,0.0,5.0,30.0,1,120.0,item,menulis,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0144,inventarisasi komponen yang hilang,grp_26911d5ae4,1,3.0,7.0,60.0,0,0.0,<missing>,mengorganisir,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0145,kasih rating restoran di aplikasi beli,grp_029950aaad,0,0.0,3.0,180.0,0,0.0,<missing>,transaksi,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0146,ekspor kalender ke notion,grp_4f1ef7032c,1,2.0,5.0,30.0,0,0.0,<missing>,mengorganisir,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0147,unggah tugas di situs penjadwalan,grp_41e20d7bb9,1,8.0,6.0,30.0,0,0.0,<missing>,mengirim,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0148,daftar mata kuliah untuk semester genap,grp_01ae65bc24,1,30.0,8.0,120.0,0,0.0,<missing>,mengisi,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0149,cek persyaratan audit gelar,grp_a1043b8305,1,12.0,9.0,60.0,0,0.0,<missing>,membaca,administrasi,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0150,temui dosen pembimbing akademik untuk rencanakan jadwal,grp_9ab1dd482a,1,7.0,8.0,60.0,0,0.0,<missing>,sosial,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0151,tambah/hapus mata kuliah sebelum deadline,grp_98a7b0acf5,1,5.0,8.0,30.0,0,0.0,<missing>,mengedit,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0152,ajukan pembebasan prasyarat mata kuliah,grp_cc9d32833e,1,3.0,9.0,30.0,0,0.0,<missing>,mengisi,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0153,beli buku kuliah wajib bekas,grp_6551a20308,1,8.0,6.0,60.0,0,0.0,<missing>,transaksi,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0154,pinjam buku referensi mata kuliah dari perpustakaan,grp_b682b0e47b,1,5.0,7.0,30.0,0,0.0,<missing>,<missing>,akademik,research,0,1,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0155,cetak silabus tiap mata kuliah,grp_2c29554a94,1,9.0,3.0,30.0,0,0.0,dokumen,mengorganisir,akademik,<missing>,0,0,0,0,0,0,0,0,1,0,5,duration-text-rules-v3
dur_0156,buat folder mata kuliah di google drive,grp_14b92c23ed,1,2.0,5.0,30.0,0,0.0,file,membuat,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0157,gabung discord/slack kelas,grp_464eed7dd4,1,0.0,6.0,15.0,0,0.0,<missing>,<missing>,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0158,posting perkenalan diri di forum mata kuliah,grp_726bf4bdf3,1,3.0,7.0,30.0,0,0.0,<missing>,mengirim,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0159,bentuk kelompok belajar kalkulus,grp_6b18db0d0f,0,0.0,7.0,60.0,0,0.0,<missing>,belajar,lainnya,learning,0,0,0,0,0,1,0,0,0,0,4,duration-text-rules-v3
dur_0160,pesan ruang belajar untuk review UTS,grp_7a1edd475d,1,3.0,8.0,30.0,0,0.0,<missing>,transaksi,akademik,revision|learning,0,0,1,0,0,1,0,0,0,0,6,duration-text-rules-v3
dur_0161,menghadiri jam konsultasi dosen dengan pertanyaan yang sudah disiapkan,grp_4bf686ae8d,1,1.0,6.0,60.0,0,0.0,soal,sosial,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,9,duration-text-rules-v3
dur_0162,kirim email ke dosen soal kuliah yang terlewat,grp_697afce530,1,0.0,8.0,15.0,0,0.0,email,mengirim,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,8,duration-text-rules-v3
dur_0163,buat catatan untuk bab 2,grp_021cb74b08,1,5.0,7.0,120.0,0,0.0,bab,membuat,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0164,tonton rekaman kuliah untuk mengejar ketertinggalan,grp_bd7fd69e23,0,0.0,6.0,60.0,0,0.0,video,menonton,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0165,buat contekan rumus,grp_6ff469d108,1,6.0,9.0,120.0,0,0.0,<missing>,membuat,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0166,unduh slide kuliah dan beri catatan,grp_0750c3ec44,1,3.0,8.0,60.0,0,0.0,slide,mengorganisir,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0167,kumpulkan data lab dan upload csv,grp_9a8e47e7c9,1,4.0,7.0,60.0,0,0.0,<missing>,mengisi,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0168,rekam video latihan presentasi,grp_a744cfe6d0,1,2.0,5.0,60.0,0,0.0,video,membuat,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0169,tulis bagian metode di laporan praktikum,grp_c3cd8094a0,1,6.0,6.0,180.0,0,0.0,dokumen,menulis,akademik,long_form,0,0,0,1,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0170,kirim draf ke writing center,grp_22513d2b60,1,4.0,8.0,60.0,0,0.0,dokumen,mengirim,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0171,buat grafik untuk laporan praktikum di python,grp_e1662991c6,1,6.0,6.0,180.0,0,0.0,dokumen,membuat,akademik,long_form,0,0,0,1,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0172,minta surat rekomendasi dari dosen,grp_fb57baea38,1,7.0,9.0,30.0,0,0.0,<missing>,mengirim,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0173,pesan kartu mahasiswa pengganti,grp_2346360543,1,3.0,8.0,15.0,0,0.0,<missing>,transaksi,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0174,unggah transkrip tidak resmi ke portal,grp_0818af59f0,1,2.0,7.0,15.0,0,0.0,<missing>,mengirim,administrasi,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0175,"selesaikan modul pelatihan wajib (ferpa, pelecehan seksual)",grp_654645546e,1,7.0,10.0,120.0,0,0.0,item,mengerjakan,lainnya,completion,0,0,0,0,1,0,0,0,0,0,7,duration-text-rules-v3
dur_0176,bayar sisa uang kuliah atau atur cicilan,grp_9fb3620a1b,1,5.0,10.0,30.0,0,0.0,<missing>,transaksi,administrasi,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0177,jemput mentee untuk program mentoring,grp_f1e4268f41,1,3.0,5.0,60.0,0,0.0,<missing>,perjalanan,perjalanan,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0178,temui rekan tim untuk bagi tugas project,grp_da307fb4ab,1,4.0,6.0,60.0,0,0.0,<missing>,sosial,sosial,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0179,ganti bohlam lampu,grp_ab0a735240,1,1.0,3.0,15.0,0,0.0,<missing>,mengedit,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0180,atur pengingat kalender untuk tagihan mendatang,grp_b6e02b148e,1,5.0,7.0,15.0,0,0.0,<missing>,mengorganisir,administrasi,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0181,sapu lantai dapur,grp_13374dd808,0,0.0,3.0,15.0,0,0.0,<missing>,membersihkan,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0182,pemanasan selama 10 menit,grp_22b690c09b,1,0.0,4.0,12.0,1,10.0,menit,olahraga,olahraga,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0183,ikut kelas dansa,grp_645986f07c,0,0.0,5.0,90.0,0,0.0,<missing>,sosial,olahraga,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0184,ikut kelas pilates,grp_bf9399415c,0,0.0,2.0,90.0,0,0.0,<missing>,sosial,olahraga,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0185,booking studio untuk latihan,grp_2a73ff6c5b,1,7.0,7.0,30.0,0,0.0,<missing>,mengorganisir,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0186,daftar sesi ngobrol santai (coffee chat),grp_758b5e41eb,1,2.0,5.0,15.0,0,0.0,<missing>,mengisi,sosial,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0187,minta referral dari saudara di perusahaan teknologi,grp_ed322317cf,1,4.0,9.0,15.0,0,0.0,<missing>,mengirim,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0188,follow up lamaran kerja minggu lalu,grp_b355d309c0,1,3.0,8.0,30.0,0,0.0,<missing>,mengirim,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0189,persiapan wawancara teknis dan buat contekan,grp_f44ff27c10,1,2.0,8.0,240.0,0,0.0,<missing>,belajar,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0190,sesuaikan CV dengan lowongan kerja,grp_7ebe5b7375,1,6.0,7.0,120.0,0,0.0,item,mengedit,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0191,atur notifikasi lowongan untuk posisi dan kota pilihan,grp_16e606bc12,1,7.0,9.0,15.0,0,0.0,item,mengorganisir,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,8,duration-text-rules-v3
dur_0192,sisihkan 2 jam khusus untuk cari kerja fokus,grp_069af5f7d6,1,4.0,6.0,120.0,1,2.0,jam,mencari,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,8,duration-text-rules-v3
dur_0193,susun kerangka portofolio/studi kasus,grp_239cf0b254,1,3.0,7.0,120.0,0,0.0,<missing>,mengorganisir,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0194,buat daftar 3 posisi kerja target dan skill yang dibutuhkan,grp_38d6160df7,1,7.0,5.0,60.0,1,3.0,item,membuat,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,10,duration-text-rules-v3
dur_0195,catat lamaran kerja di spreadsheet sederhana,grp_ef3914f421,1,4.0,6.0,30.0,0,0.0,<missing>,menulis,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0196,beli rak sepatu untuk apartemen,grp_03df5f3ffa,1,2.0,3.0,30.0,0,0.0,<missing>,transaksi,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0197,cari set kunci cadangan baru,grp_1a8f912b0f,1,8.0,5.0,15.0,0,0.0,<missing>,mencari,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0198,buat daftar tugas,grp_1370187210,1,6.0,7.0,30.0,0,0.0,<missing>,membuat,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0199,selesaikan PR modern control theory,grp_7a8f829f56,1,3.0,10.0,480.0,0,0.0,<missing>,mengerjakan,lainnya,completion,0,0,0,0,1,0,0,0,0,0,5,duration-text-rules-v3
dur_0200,mandi + skincare,grp_80fa4de4f5,1,0.0,6.0,36.0,0,0.0,<missing>,perawatan,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0201,nonton satu episode better call saul,grp_82d5e1e404,0,0.0,2.0,60.0,1,1.0,video,menonton,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0202,simpan baju ke lemari,grp_692e1223ec,0,0.0,5.0,15.0,0,0.0,<missing>,mengorganisir,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0203,makan sesuatu,grp_17d56ef305,1,0.0,10.0,60.0,0,0.0,<missing>,perawatan,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0204,isi ulang filter air brita,grp_d563974cdf,1,0.0,6.0,4.8,0,0.0,<missing>,mengisi,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0205,selesaikan project 1,grp_353f677137,1,10.0,10.0,720.0,0,0.0,<missing>,mengerjakan,pekerjaan,completion,0,0,0,0,1,0,0,0,0,0,3,duration-text-rules-v3
dur_0206,packing untuk trip fall break,grp_d2d742a389,1,18.0,10.0,180.0,0,0.0,<missing>,mengorganisir,perjalanan,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0207,buat slide pencapaian space robotics,grp_45784d7b0d,1,4.0,10.0,9.6,0,0.0,slide,membuat,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0208,tambah lagu ke playlist spotify,grp_9c96779e38,0,0.0,3.0,600.0,0,0.0,<missing>,mengedit,pribadi,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0209,beli susu,grp_cd6df5284a,1,7.0,4.0,18.0,0,0.0,<missing>,transaksi,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0210,nonton satu episode long story short,grp_c5b5484cb3,0,0.0,2.0,25.2,1,1.0,video,menonton,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0211,melamar ke 50 lowongan kerja,grp_d2649dc5dd,0,0.0,8.0,540.0,1,50.0,item,mengisi,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0212,cuci baju,grp_623d92fa3a,1,4.0,7.0,18.0,0,0.0,<missing>,membersihkan,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0213,kumpulkan baju milik mantan,grp_b796f28dc7,0,0.0,4.0,30.0,0,0.0,<missing>,mengisi,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0214,beli hadiah ulang tahun ibu,grp_166692f1fb,1,20.0,10.0,120.0,0,0.0,<missing>,transaksi,sosial,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0215,putuskan rencana akhir pekan ulang tahun,grp_98921c5588,1,41.0,5.0,60.0,0,0.0,<missing>,<missing>,lainnya,completion,0,0,0,0,1,0,0,0,0,0,6,duration-text-rules-v3
dur_0216,potong kuku tangan,grp_3f90fe9eb4,1,5.0,7.0,15.0,0,0.0,<missing>,<missing>,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0217,cat kuku,grp_362d4eda3f,0,0.0,1.0,60.0,0,0.0,<missing>,<missing>,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0218,kerjakan PR machine learning dan ai,grp_d59e60b5d5,1,4.0,10.0,420.0,0,0.0,<missing>,mengerjakan,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0219,bayar kartu kredit,grp_bfff145b23,1,22.0,10.0,3.0,0,0.0,<missing>,transaksi,administrasi,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0220,lap lemari laci,grp_a4f8c09491,0,0.0,3.0,9.6,0,0.0,<missing>,membersihkan,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0221,kumpulkan data untuk project 1,grp_3f729174a4,1,2.0,10.0,180.0,0,0.0,<missing>,mengisi,pekerjaan,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0222,main tenis,grp_55d4ce2fad,0,0.0,3.0,90.0,0,0.0,<missing>,olahraga,olahraga,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0223,cuci botol minum,grp_c59a30a071,1,3.0,7.0,15.0,0,0.0,<missing>,membersihkan,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0224,beli camilan,grp_4c36db4df7,1,7.0,5.0,18.0,0,0.0,<missing>,transaksi,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0225,cuci baju yang itu,grp_f7d6feaa96,1,10.0,2.0,18.0,0,0.0,<missing>,membersihkan,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0226,vacuum lantai kamar,grp_3a28b7fa1b,1,4.0,6.0,15.0,0,0.0,<missing>,membersihkan,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0227,buat janji dengan terapis,grp_669f15c80d,1,3.0,6.0,4.8,0,0.0,<missing>,membuat,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0228,rapikan screenshot di desktop,grp_91f7bd8c9a,0,0.0,5.0,60.0,0,0.0,<missing>,membersihkan,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0229,hapus foto di HP,grp_489ad16abc,0,0.0,4.0,120.0,0,0.0,<missing>,mengedit,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0230,potong rambut,grp_e210fdf28e,1,70.0,6.0,90.0,0,0.0,<missing>,<missing>,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0231,baca satu bab buku 1984,grp_20fe20e468,0,0.0,3.0,18.0,1,1.0,bab,membaca,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0232,susun puzzle bergambar basquiat,grp_e9fd931fb3,0,0.0,3.0,180.0,0,0.0,<missing>,mengorganisir,pribadi,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0233,latihan piano,grp_aa4c3c1f54,0,0.0,3.0,120.0,0,0.0,<missing>,belajar,pribadi,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0234,beli perhiasan,grp_263d765534,0,0.0,1.0,30.0,0,0.0,<missing>,transaksi,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0235,buang sampah,grp_6cf73a178a,1,5.0,7.0,12.0,0,0.0,<missing>,membersihkan,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0236,hadiri gbm asa,grp_392adad47a,1,2.0,2.0,60.0,0,0.0,<missing>,sosial,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0237,hapus playlist spotify,grp_db647cc357,0,0.0,2.0,240.0,0,0.0,<missing>,mengedit,pribadi,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0238,kerjakan PR mata kuliah special topics,grp_46e26da4d7,1,5.0,10.0,600.0,0,0.0,<missing>,mengerjakan,akademik,<missing>,0,0,0,0,0,0,0,0,0,0,6,duration-text-rules-v3
dur_0239,belanja bahan makanan,grp_308c7fd822,1,7.0,7.0,72.0,0,0.0,<missing>,transaksi,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0240,bicara dengan jaden dan eloise soal booth,grp_7044993be6,1,20.0,6.0,36.0,0,0.0,soal,sosial,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0241,membuat sketsa,grp_007dfc8237,0,0.0,2.0,30.0,0,0.0,<missing>,membuat,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0242,berikan uang booth ke jaden dan eloise,grp_6208d3b40a,1,30.0,7.0,12.0,0,0.0,<missing>,mengirim,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0243,balas chat,grp_902a002adf,1,4.0,6.0,30.0,0,0.0,<missing>,mengirim,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0244,cuci piring,grp_e498b1de41,1,1.0,7.0,18.0,0,0.0,<missing>,membersihkan,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0245,berhenti berlangganan email,grp_684d58c015,0,0.0,2.0,30.0,0,0.0,email,transaksi,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0246,balas email,grp_d1538add24,1,2.0,7.0,30.0,0,0.0,email,mengirim,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0247,kirim email ke heather soal dimensi lander,grp_3dba63ace4,1,0.0,10.0,12.0,0,0.0,email,mengirim,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0248,bersihkan debu furnitur,grp_66a9133a8b,1,6.0,6.0,15.0,0,0.0,<missing>,membersihkan,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0249,simpan sepatu di rak,grp_92a7c3d304,1,8.0,2.0,6.0,0,0.0,<missing>,mengorganisir,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0250,cuci sarung bantal,grp_36326a362e,1,3.0,7.0,18.0,0,0.0,<missing>,membersihkan,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0251,pre-check in untuk CT scan,grp_52fd97e631,1,2.0,7.0,6.0,0,0.0,<missing>,<missing>,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,5,duration-text-rules-v3
dur_0252,konfirmasi kehadiran pesta (RSVP),grp_d009724034,1,3.0,1.0,6.0,0,0.0,<missing>,mengirim,sosial,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0253,chat mason untuk atur jadwal makan siang,grp_691312ef14,1,0.0,3.0,6.0,0,0.0,<missing>,mengirim,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,7,duration-text-rules-v3
dur_0254,perbaiki dimensi gambar lander,grp_a802794c06,1,2.0,10.0,120.0,0,0.0,item,mengedit,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
dur_0255,beli sampo,grp_510b793d92,1,10.0,7.0,6.0,0,0.0,<missing>,transaksi,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0256,beli skincare,grp_d7c979f52e,1,10.0,7.0,6.0,0,0.0,<missing>,transaksi,kesehatan,<missing>,0,0,0,0,0,0,0,0,0,0,2,duration-text-rules-v3
dur_0257,buat draf anggaran,grp_c9feade077,1,4.0,7.0,60.0,0,0.0,dokumen,membuat,lainnya,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0258,selesaikan pengumpulan data,grp_1e6fd1fd4c,1,0.0,10.0,180.0,0,0.0,<missing>,mengerjakan,lainnya,completion,0,0,0,0,1,0,0,0,0,0,3,duration-text-rules-v3
dur_0259,melukis cat air,grp_ece9805700,0,0.0,2.0,60.0,0,0.0,<missing>,membuat,pribadi,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0260,beli kantong sampah,grp_dc26479e78,1,3.0,7.0,30.0,0,0.0,<missing>,transaksi,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0261,balas chat ayah,grp_888080780a,1,2.0,4.0,6.0,0,0.0,<missing>,mengirim,sosial,<missing>,0,0,0,0,0,0,0,0,0,0,3,duration-text-rules-v3
dur_0262,belajar untuk UTS,grp_91bd851c08,1,4.0,10.0,600.0,0,0.0,<missing>,belajar,akademik,learning,0,0,0,0,0,1,0,0,0,0,3,duration-text-rules-v3
dur_0263,cuci keset kamar mandi,grp_4100095464,1,3.0,7.0,18.0,0,0.0,<missing>,membersihkan,rumah,<missing>,0,0,0,0,0,0,0,0,0,0,4,duration-text-rules-v3
